Sem. Cat.,EN,NT,Audio,Speaker,Source,Ques. / Notes,Sub Sem. Cat.,original spelling,Entry #,Page #,CR,see,Literal Meaning,Speaker 1,Speaker 2
land and water,drop of water,tu detsʼínʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,water,tu hínlin,829,75,,,,Tommy McGinty,Johnson Edwards
land and water,mineral water,tu denintsʼak hínlin,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,water,zha túʼ,830,75,,,,Tommy McGinty,Johnson Edwards
land and water,open water,taddhaw,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,water,tu tthʼáwʼ,831,75,,,,Tommy McGinty,Johnson Edwards
land and water,puddle,tu dedéten,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,water,tu dzenédélin,832,75,,,,Tommy McGinty,Johnson Edwards
land and water,rain water,chen túʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,water,ta,833,75,,,,Tommy McGinty,Johnson Edwards
land and water,rising water,tu hínlin,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,water,ta tsʼecho,834,75,,,,Tommy McGinty,Johnson Edwards
land and water,snow water,zha túʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,water,tu chʼáák,835,75,,,,Tommy McGinty,Johnson Edwards
land and water,muddy water,tu tthʼáwʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,water,nyana,836,75,,,,Tommy McGinty,Johnson Edwards
land and water,waterfall,tu dzenédélin,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,nena,837,75,,,,Tommy McGinty,Johnson Edwards
land and water,waves,ta,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,nyana tʼángyánʼ,838,75,,,,Tommy McGinty,Johnson Edwards
land and water,big waves,ta tsʼecho,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,nyana gúnzáwʼ,839,75,,,,Tommy McGinty,Johnson Edwards
land and water,well,tu chʼáák,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),clarify water well?,,nyana dhóʼ,840,75,,,,Tommy McGinty,Johnson Edwards
mammals,animal (any),nyana,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,nyana aan,841,76,CR149,,,Tommy McGinty,Johnson Edwards
mammals,animal (any),nena,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,nyana aan,842,76,CR149,,,Tommy McGinty,Johnson Edwards
mammals,animal flesh,nyana tʼángyánʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,nyana díʼ,843,76,CR150,,,Tommy McGinty,Johnson Edwards
mammals,animal flesh,nyana gúnzáwʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,nyana chíʼ,844,76,CR150,,,Tommy McGinty,Johnson Edwards
mammals,animal fur,nyana dhóʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,nyana kyáák,845,76,,,,Tommy McGinty,Johnson Edwards
mammals,animal hole,nyana aan,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,dluan ánedaw,846,76,CR151,,,Tommy McGinty,Johnson Edwards
mammals,anmal den,nyana aan,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),clarify hole to live in?,,sra,847,76,CR151,,,Tommy McGinty,Johnson Edwards
mammals,animal horn,nyana díʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,sra denétʼro,848,76,,,,Tommy McGinty,Johnson Edwards
mammals,animal tail,nyana chíʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,sra dettho,849,76,,,,Tommy McGinty,Johnson Edwards
mammals,animal tracks,nyana kyáák,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,sra zra,850,76,,,,Tommy McGinty,Johnson Edwards
mammals,bat,dluan ánedaw,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,sra détʼóʼ,851,76,,,,Tommy McGinty,Johnson Edwards
mammals,bear,sra,00513_bear_ttm_Johnson-Edwards_PC_08-09-2023_Selkirk-Noun-Dictionary.wav,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,bear,sra cho,852,76,,,,Tommy McGinty,Johnson Edwards
mammals,black bear,sra denétʼro,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,bear,sra łencho łezhi nédíʼ,853,76,,,,Tommy McGinty,Johnson Edwards
mammals,brown bear,sra dettho,00515_brown-bear_ttm_Johnson-Edwards_PC_08-09-2023_Selkirk-Noun-Dictionary.wav,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,bear,sra téʼ,854,76,,,,Tommy McGinty,Johnson Edwards
mammals,bear cub,sra zra,00516_baby-bear_ttm_Johnson-Edwards_PC_08-09-2023_Selkirk-Noun-Dictionary.wav,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,bear,sra degay,855,76,,,,Tommy McGinty,Johnson Edwards
mammals,female bear,sra détʼóʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,bear,sra dezayn,856,76,,,,Tommy McGinty,Johnson Edwards
mammals,grizzly bear,sra cho,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,bear,tséʼ,857,76,,,,Tommy McGinty,Johnson Edwards
mammals,grizzly bear with 2 or 3 cubs,sra łencho łezhi nédíʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,bear,tséʼ dezra,858,76,,,,Tommy McGinty,Johnson Edwards
mammals,make bear,sra téʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,bear,tséʼ degay,859,76,,,,Tommy McGinty,Johnson Edwards
mammals,silver-tip bear,sra degay,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,bear,tséʼ denintlʼrun,860,76,,,,Tommy McGinty,Johnson Edwards
mammals,small black bear,sra dezayn,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,bear,tséʼ cho,861,76,,,,Tommy McGinty,Johnson Edwards
mammals,beaver,tséʼ,00517_beaver_ttm_Johnson-Edwards_PC_08-09-2023_Selkirk-Noun-Dictionary.wav,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,beaver,tséʼ dende,862,76,,,,Tommy McGinty,Johnson Edwards
mammals,family of beavers,tséʼ dezra,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,beaver,tséʼ tadeʼyáʼ,863,76,,,,Tommy McGinty,Johnson Edwards
mammals,albino beaver,tséʼ degay,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,beaver,tséʼ kwat,864,77,,,,Tommy McGinty,Johnson Edwards
mammals,blue beaver (rare),tséʼ denintlʼrun,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,beaver,tséʼ zra,865,77,,,,Tommy McGinty,Johnson Edwards
mammals,largest beaver,tséʼ cho,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,beaver,tséʼ línʼ,866,77,,,,Tommy McGinty,Johnson Edwards
mammals,next-largest beaver (5-6 years old),tséʼ dende,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,beaver,tséʼ áwʼ,867,77,,,,Tommy McGinty,Johnson Edwards
mammals,4 year-old beaver,tséʼ tadeʼyáʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,beaver,tséʼ deninʼáwʼ,868,77,,,,Tommy McGinty,Johnson Edwards
mammals,2-3 year-old beaver,tséʼ kwat,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,beaver,tséʼ kínʼ,869,77,,,,Tommy McGinty,Johnson Edwards
mammals,1 year-old beaver,tséʼ zra,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,beaver,hudzi,870,77,,,,Tommy McGinty,Johnson Edwards
mammals,beaver castor,tséʼ línʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,beaver,udzi,871,77,,,,Tommy McGinty,Johnson Edwards
mammals,beaver dam,tséʼ áwʼ,00518_beaver-dam_ttm_Johnson-Edwards_PC_08-09-2023_Selkirk-Noun-Dictionary.wav,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,beaver,hudzi ndróʼ,872,77,CR152,,,Tommy McGinty,Johnson Edwards
mammals,beaver dam,tséʼ deninʼáwʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,beaver,hudzi détʼóʼ,873,77,CR152,,,Tommy McGinty,Johnson Edwards
mammals,beaver house,tséʼ kínʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,beaver,hudzi cho,874,77,,,,Tommy McGinty,Johnson Edwards
mammals,caribou,hudzi,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,caribou,etsók,875,77,CR153,,,Tommy McGinty,Johnson Edwards
mammals,caribou,udzi,00520_caribou_ttm_Johnson-Edwards_PC_08-09-2023_Selkirk-Noun-Dictionary.wav,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,caribou,dezhú,876,77,CR153,,,Tommy McGinty,Johnson Edwards
mammals,caribou herd,hudzi ndróʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,caribou,hudzi zra,877,77,,,,Tommy McGinty,Johnson Edwards
mammals,female caribou,hudzi détʼóʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,caribou,detsyak,878,77,,,,Tommy McGinty,Johnson Edwards
mammals,largest caribou,hudzi cho,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,caribou,hudzi dedétsʼyáʼ,879,77,,,,Tommy McGinty,Johnson Edwards
mammals,second largest caribou,etsók,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),I changed the EN to be clearer - would it be hudzi etsók?,caribou,tlin,880,77,,,,Tommy McGinty,Johnson Edwards
mammals,next largest caribou,dezhú,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),I changed the EN to be clearer - would it be hudzi dezhú?,caribou,tlin tsʼíʼ,881,77,,,,Tommy McGinty,Johnson Edwards
mammals,smallest caribou,hudzi zra,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,caribou,tlin shen,882,77,CR154,,,Tommy McGinty,Johnson Edwards
mammals,smallest caribou,detsyak,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,caribou,tlin shaan,883,77,CR154,,,Tommy McGinty,Johnson Edwards
mammals,running caribou,hudzi dedétsʼyáʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,caribou,tlin zra,884,77,,,,Tommy McGinty,Johnson Edwards
mammals,dog,tlin,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,dog,tlina,885,77,,,,Tommy McGinty,Johnson Edwards
mammals,bitch (dog),tlin tsʼíʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),I changed the EN to be clearer,dog,nuntthi,886,77,,,,Tommy McGinty,Johnson Edwards
mammals,old dog,tlin shen,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,dog,nuntthi denétʼro,887,77,CR155,,,Tommy McGinty,Johnson Edwards
mammals,old dog,tlin shaan,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,dog,kekáák detʼaw,888,77,CR155,,,Tommy McGinty,Johnson Edwards
mammals,pup,tlin zra,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,dog,zekʼaan,889,78,CR156,,,Tommy McGinty,Johnson Edwards
mammals,pup,tlina,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,dog,nuntthi kádegay,890,78,CR156,,,Tommy McGinty,Johnson Edwards
mammals,fox,nuntthi,00523_fox_ttm_Johnson-Edwards_PC_08-09-2023_Selkirk-Noun-Dictionary.wav,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,fox,nuntthi dekʼaw,891,78,,,,Tommy McGinty,Johnson Edwards
mammals,black fox,nuntthi denétʼro,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,fox,dendi,892,78,,,,Tommy McGinty,Johnson Edwards
mammals,dark cross fox,kekáák detʼaw,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,fox,tsaw,893,78,,,,Tommy McGinty,Johnson Edwards
mammals,red fox,zekʼaan,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,fox,néde,894,78,,,,Tommy McGinty,Johnson Edwards
mammals,silver-grey fox,nuntthi kádegay,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,fox,néde denintlʼrun,895,78,,,,Tommy McGinty,Johnson Edwards
mammals,white fox,nuntthi dekʼaw,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,fox,néde dettho,896,78,,,,Tommy McGinty,Johnson Edwards
mammals,groundhog,dendi,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,néde ukádegay,897,78,,,,Tommy McGinty,Johnson Edwards
mammals,gopher,tsaw,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,néde ukádettho,898,78,,,,Tommy McGinty,Johnson Edwards
mammals,lynx,néde,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,lynx,néde denindlyóʼ,899,78,,,,Tommy McGinty,Johnson Edwards
mammals,blue lynx (rare),néde denintlʼrun,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,lynx,nuntʼínʼ,900,78,,,,Tommy McGinty,Johnson Edwards
mammals,brown lynx,néde dettho,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,lynx,nuntʼínʼ denétʼro,901,78,,,,Tommy McGinty,Johnson Edwards
mammals,grey lynx,néde ukádegay,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,lynx,nuntʼínʼ detʼaw,902,78,,,,Tommy McGinty,Johnson Edwards
mammals,light brown lynx,néde ukádettho,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,lynx,tedhoga,903,78,,,,Tommy McGinty,Johnson Edwards
mammals,silver-top lynx,néde denindlyóʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,lynx,tedrua,904,78,,,,Tommy McGinty,Johnson Edwards
mammals,marten,nuntʼínʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,marten,tedhoga denétʼro,905,78,,,,Tommy McGinty,Johnson Edwards
mammals,black marten (rare),nuntʼínʼ denétʼro,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,marten,tedhoga dettho,906,78,,,,Tommy McGinty,Johnson Edwards
mammals,brown marten,nuntʼínʼ detʼaw,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,marten,dendyák,907,78,,,,Tommy McGinty,Johnson Edwards
mammals,mink,tedhoga,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,mink,denyák,908,78,CR157,,,Tommy McGinty,Johnson Edwards
mammals,mink,tedrua,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,mink,dendyák cho,909,78,CR157,,,Tommy McGinty,Johnson Edwards
mammals,black mink,tedhoga denétʼro,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,mink,ténʼ zraan,910,78,,,,Tommy McGinty,Johnson Edwards
mammals,brown mink,tedhoga dettho,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,mink,detsik,911,78,,,,Tommy McGinty,Johnson Edwards
mammals,moose,dendyák,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,moose,dezra,912,78,CR158,,,Tommy McGinty,Johnson Edwards
mammals,moose,denyák,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,moose,dluan,913,78,CR158,,,Tommy McGinty,Johnson Edwards
mammals,largest bull moose,dendyák cho,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),changed EN to be clearer,moose,dlúnʼ,914,78,,,,Tommy McGinty,Johnson Edwards
mammals,next largest bull moose,ténʼ zraan,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),I changed the EN to be clearer - wouild it be denyák ténʼ zraan?,moose,dluan tsin ndo,915,79,,,,Tommy McGinty,Johnson Edwards
mammals,moose calf,detsik,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),changed EN to be clearer,moose,dzana,916,79,,,,Tommy McGinty,Johnson Edwards
mammals,moose cow,dezra,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),changed EN to be clearer,moose,króde,917,79,,,,Tommy McGinty,Johnson Edwards
mammals,mouse,dluan,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,mouse,tthi dlína,918,79,CR159,,,Tommy McGinty,Johnson Edwards
mammals,mouse,dlúnʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,mouse,dechʼok,919,79,CR159,,,Tommy McGinty,Johnson Edwards
mammals,mouse with long nose and ears,dluan tsin ndo,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,mouse,dechʼok chʼóʼ,920,79,,,,Tommy McGinty,Johnson Edwards
mammals,muskrat,dzana,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,ge,921,79,,,,Tommy McGinty,Johnson Edwards
mammals,otter,króde,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,mbak,922,79,,,,Tommy McGinty,Johnson Edwards
mammals,pika,tthi dlína,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,mbak détʼóʼ,923,79,,,,Tommy McGinty,Johnson Edwards
mammals,porcupine,dechʼok,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,porcupine,mbak zra,924,79,,,,Tommy McGinty,Johnson Edwards
mammals,porcupine quills,dechʼok chʼóʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,porcupine,sezhaan cho,925,79,,,,Tommy McGinty,Johnson Edwards
mammals,rabbit ,ge,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,mbak dezhu,926,79,,,,Tommy McGinty,Johnson Edwards
mammals,sheep,mbak,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,ezhunshíʼ,927,79,,,,Tommy McGinty,Johnson Edwards
mammals,female sheep,mbak détʼóʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,sheep,dlák,928,79,,,,Tommy McGinty,Johnson Edwards
mammals,lamb,mbak zra,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,sheep,nembia,929,79,,,,Tommy McGinty,Johnson Edwards
mammals,largest ram,sezhaan cho,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),clarify itʼs the animal?,sheep,nehmbia,930,79,,,,Tommy McGinty,Johnson Edwards
mammals,next largest ram,mbak dezhu,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),changed the EN to be clearer,sheep,egay,931,79,,,,Tommy McGinty,Johnson Edwards
mammals,goat,ezhunshíʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,egay mbéʼ,932,79,,,,Tommy McGinty,Johnson Edwards
mammals,squirrel,dlák,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,egay ndróʼ,933,79,,,,Tommy McGinty,Johnson Edwards
mammals,weasel,nembia,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,néye,934,79,CR160,,,Tommy McGinty,Johnson Edwards
mammals,weasel,nehmbia,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,łyák tʼi,935,79,CR160,,,Tommy McGinty,Johnson Edwards
mammals,wolf,egay,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,wolf,łéketʼi,936,79,,,,Tommy McGinty,Johnson Edwards
mammals,pack of wolves,egay mbéʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,wolf,tádetʼi,937,79,,,,Tommy McGinty,Johnson Edwards
mammals,pack of wolves,egay ndróʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,wolf,łíntʼi,938,79,,,,Tommy McGinty,Johnson Edwards
mammals,wolverine,néye,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,ulákʼo,939,79,,,,Tommy McGinty,Johnson Edwards
numerals,one,łyák tʼi,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,ulákʼo łéketʼi,940,80,,,,Tommy McGinty,Johnson Edwards
numerals,two,łéketʼi,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,dekʼáána,941,80,,,,Tommy McGinty,Johnson Edwards
numerals,three,tádetʼi,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,Łuʼaana hotʼyánʼ,942,80,,,,Tommy McGinty,Johnson Edwards
numerals,four,łíntʼi,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,dan hodyáʼ,943,80,,,,Tommy McGinty,Johnson Edwards
numerals,five,ulákʼo,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,dan hodyáʼ,944,80,,,,Tommy McGinty,Johnson Edwards
numerals,ten,ulákʼo łéketʼi,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,dan héki,945,80,,,,Tommy McGinty,Johnson Edwards
people,boy,dekʼáána,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,dan hanozhíʼ,946,81,,,,Tommy McGinty,Johnson Edwards
people,Burwash people,Łuʼaana hotʼyánʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,people from a specific place,Elróʼ,947,81,,,,Tommy McGinty,Johnson Edwards
people,cannibal,dan hodyáʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,Adáka yéndyáʼ,948,81,CR161,,,Tommy McGinty,Johnson Edwards
people,man-eater,dan hodyáʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,Tsʼekʼi,949,81,CR161,,,Tommy McGinty,Johnson Edwards
people,chief,dan héki,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,Handyáát,950,81,CR162,,,Tommy McGinty,Johnson Edwards
people,chief,dan hanozhíʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,Ezhaan,951,81,CR162,,,Tommy McGinty,Johnson Edwards
people,Coast Indian,Elróʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,people from a specific place,Enakay,952,81,,,,Tommy McGinty,Johnson Edwards
people,Coast woman,Adáka yéndyáʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,people from a specific place,ayéndyáʼ zra,953,81,,,,Tommy McGinty,Johnson Edwards
people,Crow (Clan),Tsʼekʼi,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),I added ʼclanʼ to the EN  - is that correct?,,tsʼetʼyan,954,81,CR163,,,Tommy McGinty,Johnson Edwards
people,Crow (Clan),Handyáát,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,dunyána,955,81,CR163,,,Tommy McGinty,Johnson Edwards
people,Dawson people,Ezhaan,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,people from a specific place,Tatlʼaat hotʼyánʼ,956,81,,,,Tommy McGinty,Johnson Edwards
people,Eskimo,Enakay,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),change wording?,people from a specific place,dan,957,81,,,,Tommy McGinty,Johnson Edwards
people,girl,ayéndyáʼ zra,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,dan,958,81,,,,Tommy McGinty,Johnson Edwards
people,girl who just became a woman,tsʼetʼyan,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),I changed the EN to be clearer,,dekʼáánʼ,959,81,,,,Tommy McGinty,Johnson Edwards
people,kids,dunyána,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,gálin,960,81,,,,Tommy McGinty,Johnson Edwards
people,Loucheux people,Tatlʼaat hotʼyánʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,people from a specific place,Necho hotʼyánʼ,961,81,,,,Tommy McGinty,Johnson Edwards
people,man,dan,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,man,dan dezhan,962,81,CR164,,,Tommy McGinty,Johnson Edwards
people,person,dan,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,khyóʼ etʼin,963,81,CR164,,,Tommy McGinty,Johnson Edwards
people,male,dekʼáánʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),clarify - does this have to apply to a person?,man,zhaak etʼin,964,81,,,,Tommy McGinty,Johnson Edwards
people,old man,gálin,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,man,gékhi,965,81,,,,Tommy McGinty,Johnson Edwards
people,Mayo people,Necho hotʼyánʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,people from a specific place,gékhi cho,966,81,,,,Tommy McGinty,Johnson Edwards
