Sem. Cat.,EN,NT,Audio,Speaker,Source,Ques. / Notes,Sub Sem. Cat.,original spelling,Entry #,Page #,CR,see,Literal Meaning,Speaker 1,Speaker 2
body products / conditions / diseases,wart,tthʼyáwʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,tsʼáʼ,257,47,,,,Tommy McGinty,Johnson Edwards
clothing / ornamentation,beads,gúyát,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),"-check HT on last a, not sure",,tsʼaat,258,48,,,,Tommy McGinty,Johnson Edwards
clothing / ornamentation,belt,thi,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,nde,259,48,CR37,,,Tommy McGinty,Johnson Edwards
clothing / ornamentation,belt,the,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),"entry edited MA july 4th, 2025",,dayaan,260,48,CR37,,,Tommy McGinty,Johnson Edwards
clothing / ornamentation,bracelet,tthʼyánzhu,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,ayéndyáʼ ʼyáák,261,48,,,,Tommy McGinty,Johnson Edwards
clothing / ornamentation,button,ʼyáák tsáwʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,ayéndyáʼ ʼyáák,262,48,,,,Tommy McGinty,Johnson Edwards
clothing / ornamentation,cap ,tsʼá,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,dzák tlʼyáwʼ,263,48,CR28,,,Tommy McGinty,Johnson Edwards
clothing / ornamentation,cap ,tsʼaat,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,daghan ʼyáák,264,48,CR38,,,Tommy McGinty,Johnson Edwards
clothing / ornamentation,clothes,nde,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),higher -ey last vowel here - look into it more,,kwʼántʼi,265,48,,,,Tommy McGinty,Johnson Edwards
clothing / ornamentation,coat made of caribou or sheep skin,dayaan,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,detthí tlʼat hechú,266,48,,,,Tommy McGinty,Johnson Edwards
clothing / ornamentation,dress,eyį́nją́ʼ ʼyáák,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,ʼyáák tsʼáʼ ,267,48,CR39,,woman shirt,Tommy McGinty,Johnson Edwards
clothing / ornamentation,skirt,eyį́nją́ʼ tlʼékoʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,maat,268,48,CR39,,woman shirt,Tommy McGinty,Johnson Edwards
clothing / ornamentation,earrings,dzák tlʼyáwʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,ki,269,48,,,ear cord,Tommy McGinty,Johnson Edwards
clothing / ornamentation,fur coat,daghan ʼyáák,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,kechan tho,270,48,,,,Tommy McGinty,Johnson Edwards
clothing / ornamentation,handkerchief,kwʼä́nji,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,lényu,271,48,,,,Tommy McGinty,Johnson Edwards
clothing / ornamentation,head band,detthí tlʼat hechú,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),vicki note about de prefix ,,tho,272,48,,,,Tommy McGinty,Johnson Edwards
clothing / ornamentation,hood,ʼyáák tsʼáʼ ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),Q: hoodie or just hood part?,,yakaak ʼyáák,273,48,,,,Tommy McGinty,Johnson Edwards
clothing / ornamentation,mitts,maat,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,póki,274,48,,,,Tommy McGinty,Johnson Edwards
clothing / ornamentation,mitts,maa',,,,,,tsʼatʼáát,new,,,,,,
clothing / ornamentation,moccasins,ki,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,tsʼatʼá,275,48,,,,Tommy McGinty,Johnson Edwards
clothing / ornamentation,mukluks,kechan tho,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,letthʼi,277,48,,,,Tommy McGinty,Johnson Edwards
clothing / ornamentation,nose ring,lényu,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,dháántʼaak,278,48,,,,Tommy McGinty,Johnson Edwards
clothing / ornamentation,pants,tho,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,dhántʼa,279,48,,,,Tommy McGinty,Johnson Edwards
clothing / ornamentation,parka,yakaak ʼyáák,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,nintthʼan,280,48,CR40,,,Tommy McGinty,Johnson Edwards
clothing / ornamentation,parka,póki,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,intthʼan,281,48,CR40,,,Tommy McGinty,Johnson Edwards
clothing / ornamentation,pocket,tsʼatʼáát,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,ʼyáák,282,48,,,,Tommy McGinty,Johnson Edwards
clothing / ornamentation,pocket,tsʼatʼá,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,ʼyáák,283,48,,,,Tommy McGinty,Johnson Edwards
clothing / ornamentation,ring,letthʼi,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,kegwát,284,49,,,,Tommy McGinty,Johnson Edwards
clothing / ornamentation,scarf,dháántʼaak,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,kegwát tlʼyáwʼ,285,49,CR41,,,Tommy McGinty,Johnson Edwards
clothing / ornamentation,scarf,dhántʼa,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,gáánmáát,286,49,CR41,,,Tommy McGinty,Johnson Edwards
clothing / ornamentation,shell,nintthʼan,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),-check nį vs. nin,,stógyan,287,49,CR42,,,Tommy McGinty,Johnson Edwards
clothing / ornamentation,shell,intthʼan,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,stógyan,288,49,CR42,,,Tommy McGinty,Johnson Edwards
clothing / ornamentation,shirt,ʼyáák,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,dógyan,289,49,CR43,,,Tommy McGinty,Johnson Edwards
clothing / ornamentation,jacket,ʼyáák,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,dógyan,290,49,CR43,,,Tommy McGinty,Johnson Edwards
clothing / ornamentation,shoes,kegwä́t,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,wánétʼi,291,49,,,,Tommy McGinty,Johnson Edwards
clothing / ornamentation,shoelaces,kegwä́t tlʼyáwʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,deyédéʼ denetráʼ,292,49,,,shoe cord,Tommy McGinty,Johnson Edwards
clothing / ornamentation,sleeve,gą́ą́máát,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,tʼéʼ ʼyáák,293,49,,,arm mitts,Tommy McGinty,Johnson Edwards
clothing / ornamentation,stockings,stógyan,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,tʼanede,294,49,CR44,,prob. borrowed from english,Tommy McGinty,Johnson Edwards
clothing / ornamentation,socks,stógyan,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,denétʼro,295,49,CR44,,prob. borrowed from english,Tommy McGinty,Johnson Edwards
clothing / ornamentation,stockings,dúgyan,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,denétʼroʼ,296,49,CR44,,,Tommy McGinty,Johnson Edwards
clothing / ornamentation,socks,dúgyan,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,dettho,297,49,CR44,,,Tommy McGinty,Johnson Edwards
clothing / ornamentation,suspenders,wánétʼi,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,dentlʼrun,298,49,,,,Tommy McGinty,Johnson Edwards
clothing / ornamentation,tattoo (chin),deyédéʼ denetráʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),"cross reference with ""chin""? Is this in the correct sem category?; check de- prefix",,dentlʼrun,299,49,,,,Tommy McGinty,Johnson Edwards
clothing / ornamentation,underclothes,tʼéʼ ʼyáák,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,denintlʼrun,300,49,CR45,,,Tommy McGinty,Johnson Edwards
clothing / ornamentation,underclothes,tʼanede,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,denintlʼrun,301,49,CR45,,,Tommy McGinty,Johnson Edwards
colours,black ,denétʼro,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,detsʼa,302,50,CR46,,,Tommy McGinty,Johnson Edwards
colours,black ,denétʼroʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,detsʼaat,303,50,CR46,,,Tommy McGinty,Johnson Edwards
colours,brown ,dettho,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,ukádegay,304,50,,,,Tommy McGinty,Johnson Edwards
colours,yellow,detthoa,,,,,,detsik,new,,,,,,
colours,green,dentlʼrun,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),make note about blue and green being the same?,,dentsik,305,50,CR47,,,Tommy McGinty,Johnson Edwards
colours,blue,dentlʼrun,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,detʼaw,307,50,CR47,,,Tommy McGinty,Johnson Edwards
colours,green,denintlʼrun,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,degay,308,50,CR47,,,Tommy McGinty,Johnson Edwards
colours,blue,denintlʼrun,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,dekʼaw,309,50,CR47,,,Tommy McGinty,Johnson Edwards
colours,grey,detsʼa,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,dembia,310,50,CR48,see6,,Tommy McGinty,Johnson Edwards
colours,grey,detsʼaat,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,nedenakráʼ,311,50,CR48,see6,,Tommy McGinty,Johnson Edwards
colours,light grey,ukádegay,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),CR with ʼgreyʼ?,,ukʼóhonétsin,312,50,,see6,,Tommy McGinty,Johnson Edwards
colours,pink,detsik,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,nedenetsʼat,313,50,CR49,,,Tommy McGinty,Johnson Edwards
colours,red,detʼaw,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,łyóʼ tthʼéʼ,#REF!,50,,,,Tommy McGinty,Johnson Edwards
colours,white,degay,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,dechan yúnthéʼ cho,315,50,CR50,,,Tommy McGinty,Johnson Edwards
colours,white,dekʼaw,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,sra tthʼéʼ,316,50,CR50,,,Tommy McGinty,Johnson Edwards
colours,off-white,dembia,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),CR with ʼwhiteʼ?,,náwʼ tthʼéʼ,317,50,,,,Tommy McGinty,Johnson Edwards
colours,mixed colours in a check pattern,nedenakráʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,tthʼéʼ delrúnʼ,318,50,,,,Tommy McGinty,Johnson Edwards
colours,mixed colours,ukʼóhonétsin,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),"CR with ""mixed colours in a check pattern""?",,tu tyan deghróʼ,319,50,,,,Tommy McGinty,Johnson Edwards
colours,striped colours,nedenetsʼat,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,tu yúnthéʼ,320,50,,,,Tommy McGinty,Johnson Edwards
cooking and eating utensils,baking pan,łyóʼ tthʼéʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,tu tthʼéʼ,321,51,,,,Tommy McGinty,Johnson Edwards
cooking and eating utensils,barrel,dechän yúnthéʼ cho,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),CR with ʼdechan?ʼ,,mezan uyí edetsʼetʼáʼ,322,51,,,wood pot/bucket big,Tommy McGinty,Johnson Edwards
cooking and eating utensils,beer bottle,sra tthʼéʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,tu tyan,323,51,CR51,,,Tommy McGinty,Johnson Edwards
cooking and eating utensils,beer bottle,náwʼ tthʼéʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,tthʼéʼ uzhát,324,51,CR51,,,Tommy McGinty,Johnson Edwards
cooking and eating utensils,bowl,tthʼéʼ delrúnʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,kʼetsʼetsaw tthʼéʼ,325,51,CR52,,,Tommy McGinty,Johnson Edwards
cooking and eating utensils,bowl,chuchän deghróʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,mezan gok,326,51,CR52,,,Tommy McGinty,Johnson Edwards
cooking and eating utensils,bucket,chu yúnthéʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,mezan goa,327,51,CR53,,,Tommy McGinty,Johnson Edwards
cooking and eating utensils,bucket,chu tthʼéʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,mezan gok cho,328,51,CR53,,,Tommy McGinty,Johnson Edwards
cooking and eating utensils,can opener,mezan uyí edetsʼetʼáʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,kágáánʼ,329,51,,,metal with(?) open(?),Tommy McGinty,Johnson Edwards
cooking and eating utensils,cup ,chuchän,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),"CR with ""bowl""?",,mbra,330,51,,,,Tommy McGinty,Johnson Edwards
cooking and eating utensils,dish pan ,tthʼéʼ uzhát,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,uzhí netsʼekwan mbrá,331,51,CR54,,,Tommy McGinty,Johnson Edwards
cooking and eating utensils,dish pan ,kʼetsʼetsaw tthʼéʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,tthʼéʼ uchíʼ húnlin,332,51,CR54,,,Tommy McGinty,Johnson Edwards
cooking and eating utensils,fork (metal),mezan gok,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,tthʼéʼ uchíʼ húnlin,333,51,CR55,,metal fork,Tommy McGinty,Johnson Edwards
cooking and eating utensils,fork (metal),mezan goa,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,tu tú tyánʼ,334,51,CR55,,metal fork,Tommy McGinty,Johnson Edwards
cooking and eating utensils,fork (metal),mezan go,,,,,,tu tú tyánʼ,,,,,,,
cooking and eating utensils,meat fork (metal),mezan gok cho,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),"CR ""fork""?",,khi tthʼéʼ,335,51,,,metal fork big,Tommy McGinty,Johnson Edwards
cooking and eating utensils,frying pan,kágą́ą́ʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,khi dhóʼ,337,51,,,,Tommy McGinty,Johnson Edwards
cooking and eating utensils,knife,mbra,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,udántaan,338,51,,,,Tommy McGinty,Johnson Edwards
cooking and eating utensils,ladle,tthʼéʼ uchíʼ hų́lin,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,udánintaan,#REF!,51,CR56,,,Tommy McGinty,Johnson Edwards
cooking and eating utensils,dipper,tthʼéʼ uchíʼ hų́lin,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),ask speakers - delete?,,tthʼéʼ,340,51,CR56,,,Tommy McGinty,Johnson Edwards
cooking and eating utensils,ladle,chu chuchän,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),ask speakers - delete?,,tthʼéʼ,341,51,CR56,,water cup,Tommy McGinty,Johnson Edwards
cooking and eating utensils,dipper,chu chuchän,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,tthʼéʼ tʼaan,342,51,CR56,,water cup,Tommy McGinty,Johnson Edwards
cooking and eating utensils,lard pail ,khi tthʼéʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,tthʼéʼ tʼaan,343,52,CR57,,,Tommy McGinty,Johnson Edwards
cooking and eating utensils,lard pail ,khi dhóʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,kʼi tthʼéʼ,344,52,CR57,,,Tommy McGinty,Johnson Edwards
cooking and eating utensils,lid,udántaan,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,unthéʼ,345,52,CR58,,,Tommy McGinty,Johnson Edwards
cooking and eating utensils,lid,udánintaan,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,zúnthéʼ,346,52,CR58,,,Tommy McGinty,Johnson Edwards
cooking and eating utensils,plate,tthʼéʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,tthi zúnthéʼ,347,52,CR59,,,Tommy McGinty,Johnson Edwards
cooking and eating utensils,plate,tthʼéʼ tʼaan,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,mezan tthi yúnthéʼ,#REF!,52,CR59,,,Tommy McGinty,Johnson Edwards
cooking and eating utensils,birch-bark dish ,kʼi tthʼéʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,tthetsáánʼ yúnthéʼ,#REF!,52,,,,Tommy McGinty,Johnson Edwards
cooking and eating utensils,pot,unthéʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,pot,tthetsáánʼ zúnthéʼ,350,52,CR60,,,Tommy McGinty,Johnson Edwards
cooking and eating utensils,pot,zúnthéʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,pot,únthé chíʼ,351,52,CR60,,,Tommy McGinty,Johnson Edwards
cooking and eating utensils,cast-iron pot,tthi zúnthéʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,pot,únthé dégáwʼ,352,52,CR61,,,Tommy McGinty,Johnson Edwards
cooking and eating utensils,cast-iron pot,mezan tthi yúnthéʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,pot,zúnthéʼ syáʼ,353,52,CR61,,,Tommy McGinty,Johnson Edwards
cooking and eating utensils,copper pot,tthetsáánʼ yúnthéʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,pot,zúnthéʼ zyáʼ,354,52,CR62,,,Tommy McGinty,Johnson Edwards
cooking and eating utensils,copper pot,tthetsáánʼ zúnthéʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,pot,únthé jáwʼ,355,52,CR62,,,Tommy McGinty,Johnson Edwards
cooking and eating utensils,pot handle,únthé chíʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,pot,jok,356,52,CR63,,,Tommy McGinty,Johnson Edwards
cooking and eating utensils,pot handle,únthé dégáwʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,pot,etthán jáwʼ,357,52,CR63,,,Tommy McGinty,Johnson Edwards
cooking and eating utensils,pot holder,zúnthéʼ syáʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,pot,dechan delrúnʼ,358,52,CR64,,,Tommy McGinty,Johnson Edwards
cooking and eating utensils,pot holder,zúnthéʼ zyáʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,pot,tthʼéʼ datʼana,359,52,CR64,,,Tommy McGinty,Johnson Edwards
cooking and eating utensils,pot holder (straight stick),únthé jáwʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,pot,tu tyan ketlʼaak,360,52,CR64,,,Tommy McGinty,Johnson Edwards
cooking and eating utensils,roasting stick,jok,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,tsʼáʼ,361,52,CR65,,,Tommy McGinty,Johnson Edwards
cooking and eating utensils,roasting stick,etthän jáwʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,mbak díʼ tsʼáʼ,362,52,CR65,,meat poke (lit. meat pokey stick),Tommy McGinty,Johnson Edwards
cooking and eating utensils,rolling pin,dechän delrúnʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,ledyát tyan,363,52,,,,Tommy McGinty,Johnson Edwards
cooking and eating utensils,saucer,tthʼéʼ datʼana,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,ledyát zúnthé,364,52,CR66,,,Tommy McGinty,Johnson Edwards
cooking and eating utensils,saucer,chuchän ketlʼaak,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,mezan tyan,365,52,CR66,,,Tommy McGinty,Johnson Edwards
cooking and eating utensils,spoon,tsʼáʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,mezan zúnthéʼ,366,52,CR67,,,Tommy McGinty,Johnson Edwards
cooking and eating utensils,sheep-horn spoon,mbak díʼ tsʼáʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,dan uyétsák déchánʼ,367,52,CR67,,sheep horn spoon,Tommy McGinty,Johnson Edwards
cooking and eating utensils,tea pot,ledyátchän,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,pot,dan ghúʼ detak netsʼegyat,368,53,CR68,,tea container,Tommy McGinty,Johnson Edwards
cooking and eating utensils,tea pot,ledyát zúnthé,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,pot,tthe lyóʼ,369,53,CR68,,tea pot,Tommy McGinty,Johnson Edwards
cooking and eating utensils,tin can ,mezanchän,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,tthendru lyóʼ,370,53,CR69,,metal container,Tommy McGinty,Johnson Edwards
cooking and eating utensils,tin can ,mezan zúnthéʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,kándlaw,371,53,CR69,,metal pot,Tommy McGinty,Johnson Edwards
cooking and eating utensils,toothpick,dän uyétsák dechän,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),person’s,,kándlo,372,53,CR70,,person u-?? stick,Tommy McGinty,Johnson Edwards
cooking and eating utensils,toothpick,dän ghúʼ detak netsʼegyat,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),person’s,,tʼróʼ,373,53,CR70,,person teeth ? ?,Tommy McGinty,Johnson Edwards
fire,ashes,tthe lyóʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),"note: ""kwánʼ"" (fire) isnʼt an entry - should we add it?",,khi dékʼánʼ,374,54,CR71,,,Tommy McGinty,Johnson Edwards
fire,ashes,tthendru lyóʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,aw hegan,375,54,CR71,,,Tommy McGinty,Johnson Edwards
fire,candle,kándlaw,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,kwánʼ dékʼánʼ,376,54,CR72,,borrowed from english,Tommy McGinty,Johnson Edwards
fire,candle,kándlo,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,nínmbáʼ łetsʼíʼ,377,54,CR72,,borrowed from english,Tommy McGinty,Johnson Edwards
fire,charcoal,tʼróʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,yétyaak,378,54,,,,Tommy McGinty,Johnson Edwards
fire,coal oil,khi dékʼánʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,sto dhyan yédaak,379,54,,,,Tommy McGinty,Johnson Edwards
fire,dry brush,aw hegan,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),any other specifics? Size? Use?,,kwánʼ yédaak,380,54,,,,Tommy McGinty,Johnson Edwards
fire,fire (burning),kwánʼ dékʼánʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,kwánʼ yétyaak,381,54,,,,Tommy McGinty,Johnson Edwards
fire,fire hole,nínmbáʼ łetsʼíʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,tso,382,54,CR73,,,Tommy McGinty,Johnson Edwards
fire,fire hole,yétyaak,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,tlʼya,383,54,CR73,,,Tommy McGinty,Johnson Edwards
fire,fire hole,sto dhyan yédaak,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,tso groa,384,54,CR73,,,Tommy McGinty,Johnson Edwards
fire,fire place,kwánʼ yédaak,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,tso łedenezyát,385,54,CR74,,,Tommy McGinty,Johnson Edwards
fire,fire place ,kwánʼ yétyaak,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,kwánʼ,386,54,CR74,,,Tommy McGinty,Johnson Edwards
fire,fire wood,tso,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,kʼók kwánʼ,387,54,,,,Tommy McGinty,Johnson Edwards
fire,flint,tlʼya,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,dechan kwánʼ,388,54,,,,Tommy McGinty,Johnson Edwards
